"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"	"metadata"
"ENSMUSG00000004151"	1878	93	207	565	26	194	71	46	92	1731	77	670	9	184	112	68	105	1925	101	208	435	12	220	102	48	62	"Etv1 ets variant 1"
"ENSMUSG00000004187"	7079	347	182	241	223	179	150	230	246	9192	413	325	393	190	261	244	318	10033	324	153	330	364	351	201	176	280	"Kifc2 kinesin family member C2"
"ENSMUSG00000004266"	37	1124	189	649	457	1044	69	9156	60	68	1895	735	932	1523	65	10425	79	70	2020	416	910	605	1273	55	9054	40	"Ptpn6 protein tyrosine phosphatase, non-receptor type 6"
"ENSMUSG00000004267"	18335	69	129	41	9	90	49	110	15	15169	77	39	7	30	87	86	23	17790	188	208	60	21	109	58	94	17	"Eno2 enolase 2, gamma neuronal"
"ENSMUSG00000004347"	374	118	1891	50	22	46	22	27	6534	240	89	115	19	18	59	22	5079	144	85	900	111	12	18	51	20	6128	"Pde1c phosphodiesterase 1C"
"ENSMUSG00000004360"	2005	14	104	2	0	117	1436	2	18	1980	12	3	0	92	1682	4	21	2361	12	81	12	0	200	1573	3	45	"9330159F19Rik RIKEN cDNA 9330159F19 gene"
"ENSMUSG00000004455"	196	386	143	238	171	120	360	293	1965	520	419	386	318	378	612	745	4859	287	184	178	175	162	180	84	409	1326	"Ppp1cc protein phosphatase 1 catalytic subunit gamma"
"ENSMUSG00000004552"	3	275	46	47	1366	475	40	5591	6	1	92	38	6	32	6	2113	2	11	430	178	64	1143	434	11	13249	11	"Ctse cathepsin E"
"ENSMUSG00000004612"	1	218	9	11	10	181	1	406	8	0	493	15	15	213	4	640	5	0	235	4	6	0	98	4	193	6	"Nkg7 natural killer cell group 7 sequence"
"ENSMUSG00000004633"	980	1238	196	746	1851	228	43	193	7448	694	929	514	1153	231	39	220	7638	573	907	191	844	1633	240	117	293	8385	"Chn2 chimerin 2"
"ENSMUSG00000004707"	4	167	46	21	32	228	19	2257	89	3	250	20	49	277	14	2257	73	6	304	59	8	47	165	0	1968	47	"Ly9 lymphocyte antigen 9"
"ENSMUSG00000004709"	3	218	7	11	9	155	9	563	11	1	330	8	4	277	6	523	11	2	153	17	0	18	84	0	554	8	"Cd244a CD244 molecule A"
"ENSMUSG00000004791"	73	23	366	6	1	82	65	20	116	37	71	16	3	46	86	18	168	60	132	832	14	6	115	66	20	117	"Pgf placental growth factor"
"ENSMUSG00000004814"	3	99	249	1	61	14	91	138	10	1	838	2	84	13	49	62	1	2	56	157	0	26	3	69	10	4	"Ccl24 chemokine (C-C motif) ligand 24"
"ENSMUSG00000004864"	34	5354	9	371	6	356	7	37	57	13	9177	287	7	198	4	21	18	20	6456	4	395	3	194	0	39	44	"Mapk13 mitogen-activated protein kinase 13"
"ENSMUSG00000004902"	1443	14	30	26	13	44	17	39	191	896	14	23	16	19	17	37	210	980	19	8	42	24	35	22	29	223	"Slc25a18 solute carrier family 25 (mitochondrial carrier), member 18"
"ENSMUSG00000004929"	642	488	320	389	374	286	1045	235	9733	999	504	294	656	398	1130	285	11499	924	863	365	816	429	451	1157	526	8782	"Thop1 thimet oligopeptidase 1"
"ENSMUSG00000004933"	1956	117	41	20	6	44	13	391	65	3812	288	19	20	48	31	582	131	4638	295	72	22	18	74	15	444	102	"Matk megakaryocyte-associated tyrosine kinase"
"ENSMUSG00000004961"	1916	27	25	3	0	149	1	3	181	2271	96	4	3	115	4	2	188	3038	33	21	4	3	142	4	3	365	"Syt5 synaptotagmin V"
"ENSMUSG00000005045"	6257	34	14	19	0	72	6	8	17884	7129	62	22	2	27	60	9	21267	9521	95	17	97	12	102	47	7	15527	"Chd5 chromodomain helicase DNA binding protein 5"
"ENSMUSG00000005089"	68493	66	18	116	4734	183	6	102	1143	60240	28	147	7153	44	242	93	621	70768	151	13	157	8429	155	4	110	847	"Slc1a2 solute carrier family 1 (glial high affinity glutamate transporter), member 2"
"ENSMUSG00000005125"	2354	1929	2121	31540	563	688	832	1947	417	1889	2025	35702	433	694	773	1341	387	1505	2509	2454	20660	734	891	1098	947	494	"Ndrg1 N-myc downstream regulated gene 1"
"ENSMUSG00000005148"	223	7469	9	56	9	860	126	51	913	156	6996	102	5	594	130	18	570	268	5904	4	115	24	919	193	86	653	"Klf5 Kruppel-like factor 5"
"ENSMUSG00000005220"	12	1	2806	226	747	46	125	26	1120	3	5	202	8	56	21	18	989	9	10	1197	201	655	56	51	20	704	"Corin corin, serine peptidase"
"ENSMUSG00000005237"	104	292	23	46	5	465	16	70	11329	199	922	39	20	329	17	80	6774	141	114	13	40	9	213	11	18	6285	"Dnah2 dynein, axonemal, heavy chain 2"
"ENSMUSG00000005338"	8834	105	104	5	208	34	382	137	2	10193	79	14	230	9	309	293	0	8293	130	306	12	165	30	606	203	6	"Cadm3 cell adhesion molecule 3"
"ENSMUSG00000005360"	9548	190	117	38	6	720	1014	195	164	9282	290	121	18	561	263	289	125	9989	159	127	60	3	633	671	246	138	"Slc1a3 solute carrier family 1 (glial high affinity glutamate transporter), member 3"
"ENSMUSG00000005364"	1	14	2	243	0	16	2	304	6	1	9	102	3	58	2	421	7	0	27	4	42	0	16	7	234	34	"Il5ra interleukin 5 receptor, alpha"
"ENSMUSG00000005373"	50	4500	435	4573	10172	67	2897	7	338	68	5332	5076	23256	71	3925	3	429	72	4380	573	6069	16308	123	4116	1	427	"Mlxipl MLX interacting protein-like"
"ENSMUSG00000005413"	112	80	470	1166	1258	912	467	6515	417	81	89	850	794	636	359	7403	259	76	134	1049	703	479	689	471	8521	424	"Hmox1 heme oxygenase 1"
"ENSMUSG00000005465"	9	126	226	31	57	222	28	1832	4	12	190	44	56	250	29	2288	2	15	273	284	20	94	236	18	1486	0	"Il27ra interleukin 27 receptor, alpha"
"ENSMUSG00000005470"	17	346	67	17	11	52	14	516	1481	16	237	20	14	65	11	381	1420	34	374	98	24	15	74	66	1157	1761	"Asf1b anti-silencing function 1B histone chaperone"
"ENSMUSG00000005483"	1055	1207	527	891	917	877	299	1270	9461	1221	1316	930	844	832	272	996	9895	1072	1047	896	1269	975	967	409	1495	10758	"Dnajb1 DnaJ heat shock protein family (Hsp40) member B1"
"ENSMUSG00000005540"	15	224	14	11	17	255	7	6069	22	27	445	21	36	717	5	8342	28	29	713	34	10	29	359	7	6500	44	"Fcer2a Fc receptor, IgE, low affinity II, alpha polypeptide"
"ENSMUSG00000005547"	0	7	0	387	8429	1658	0	0	1	0	9	1150	21204	569	0	0	3	0	25	0	747	2497	1478	0	0	0	"Cyp2a5 cytochrome P450, family 2, subfamily a, polypeptide 5"
"ENSMUSG00000005553"	20	2	2	86	6	1	0	12	76	10	9	529	132	0	0	12	42	21	8	0	36	26	3	15	53	57	"Atp4a ATPase, H+/K+ exchanging, gastric, alpha polypeptide"
"ENSMUSG00000005583"	11270	435	2398	333	154	885	26043	5415	266	12665	444	325	103	902	31896	3793	134	14145	723	1528	201	103	704	20002	3629	165	"Mef2c myocyte enhancer factor 2C"
"ENSMUSG00000005628"	21	153	454	41	73	103	22826	264	134	13	48	16	19	41	24197	54	112	34	126	217	52	82	140	17981	212	199	"Tmod4 tropomodulin 4"
"ENSMUSG00000005640"	14	58	2	472	0	2	7	41	8	9	109	989	0	5	6	47	13	12	143	17	665	0	8	11	64	4	"Insrr insulin receptor-related receptor"
"ENSMUSG00000005716"	1285	3	5	888	1	0	530398	0	1	820	2	319	0	0	495570	3	2	849	0	0	135	9	0	249877	1	6	"Pvalb parvalbumin"
"ENSMUSG00000005763"	6	92	145	18	16	204	57	1163	116	4	131	18	11	264	72	1070	79	0	196	47	2	9	118	4	542	62	"Cd247 CD247 antigen"
"ENSMUSG00000005947"	11	817	16	23	7	223	12	187	1196	11	848	41	12	120	6	320	1212	6	562	17	34	12	104	22	141	1460	"Itgae integrin alpha E, epithelial-associated"
"ENSMUSG00000005951"	105	784	152	637	2640	145	94	137	104	95	1123	730	2879	109	45	136	78	81	663	157	814	2994	155	146	152	87	"Shpk sedoheptulokinase"
"ENSMUSG00000005980"	129	4565	30	14651	37	57	119	67	51	125	7311	14213	42	29	105	91	30	128	3224	68	17685	71	29	47	72	44	"Dnase1 deoxyribonuclease I"
"ENSMUSG00000005983"	62	49	64	135	26	85	48	114	1937	89	123	137	30	105	60	106	2497	72	72	55	201	73	83	84	85	2370	"1700037C18Rik RIKEN cDNA 1700037C18 gene"
"ENSMUSG00000005986"	1048	33	46	62	15	139	26	275	125	1584	35	49	21	108	30	337	187	1349	41	89	68	21	161	11	293	129	"Ankrd13d ankyrin repeat domain 13 family, member D"
"ENSMUSG00000006014"	44	14	205	15	1343	32	174	98	45	39	12	10	1135	20	440	22	10	54	23	234	4	890	20	836	22	34	"Prg4 proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
"ENSMUSG00000006154"	45	12	28	112	2	817	8	4	11	178	49	210	17	539	11	43	6	106	21	8	244	6	1137	7	6	8	"Eps8l1 EPS8-like 1"
"ENSMUSG00000006221"	5	324	19272	29	0	362	2001	58	619	4	117	87	4	124	2463	68	1161	3	417	19755	32	9	732	6028	87	895	"Hspb7 heat shock protein family, member 7 (cardiovascular)"
"ENSMUSG00000006235"	91	20	92	108	72	95	36	448	41	90	23	132	42	77	6	356	30	144	25	123	123	62	128	29	1483	55	"Epor erythropoietin receptor"
"ENSMUSG00000006241"	186	25	71	54	223	84	31	8	1447	360	31	99	355	65	16	21	1734	398	39	93	70	294	95	44	17	1772	"Ccdc159 coiled-coil domain containing 159"
"ENSMUSG00000006269"	6	0	0	1372	1	180	0	1	471	2	0	2007	1	170	1	2	328	2	0	0	2069	0	105	0	1	293	"Atp6v1b1 ATPase, H+ transporting, lysosomal V1 subunit B1"
"ENSMUSG00000006310"	23	20	12	41	45	113	20	84	2555	59	29	54	69	52	21	130	2754	57	74	13	68	71	143	18	113	2962	"Zbtb32 zinc finger and BTB domain containing 32"
"ENSMUSG00000006342"	392	2837	101	7858	42	434	84	423	134	229	2247	5647	72	170	110	409	146	177	760	157	11540	38	331	146	445	155	"Susd2 sushi domain containing 2"
"ENSMUSG00000006345"	25	18450	0	48061	4	49	0	77	44	33	21591	32361	3	28	0	68	41	21	18527	0	50056	0	69	18	39	36	"Ggt1 gamma-glutamyltransferase 1"
"ENSMUSG00000006356"	1079	313	19887	1157	1459	7401	812	922	2394	1531	559	1094	1645	6348	796	1046	2145	1418	568	19131	921	823	11188	1102	923	2011	"Crip2 cysteine rich protein 2"
"ENSMUSG00000006360"	84	21903	6284	284	127	5183	1121	3640	144	64	60598	295	167	3330	1177	2639	142	76	21235	5388	608	126	3588	836	1542	119	"Crip1 cysteine-rich protein 1 (intestinal)"
"ENSMUSG00000006369"	96	3386	1868	114	16	653	309	91	424	96	5925	233	45	475	201	109	213	138	1206	3779	195	21	3332	635	150	295	"Fbln1 fibulin 1"
"ENSMUSG00000006373"	5195	6985	947	3259	68423	4434	517	770	2493	4121	7472	3324	39148	4744	320	610	1613	4031	5045	1202	2788	39429	3251	733	740	1574	"Pgrmc1 progesterone receptor membrane component 1"
"ENSMUSG00000006386"	343	221	4215	1614	800	10013	1076	454	225	190	200	1370	433	7141	862	355	87	154	225	3902	1132	482	7849	934	383	244	"Tek TEK receptor tyrosine kinase"
"ENSMUSG00000006398"	6	580	46	36	4	72	3	378	2545	16	589	36	43	77	11	381	3720	8	618	102	58	24	90	7	927	2224	"Cdc20 cell division cycle 20"
"ENSMUSG00000006411"	147	16	9	37	2	293	3	62	99	134	28	65	11	251	5	90	783	119	37	21	46	3	262	0	71	219	"Nectin4 nectin cell adhesion molecule 4"
"ENSMUSG00000006435"	2022	36	51	26	6	152	7519	81	1005	2738	37	16	12	96	6756	24	839	3048	66	47	30	9	125	6630	39	624	"Neurl1a neuralized E3 ubiquitin protein ligase 1A"
"ENSMUSG00000006457"	32	7	85	34	5	13	560908	6	281	29	5	17	3	5	383657	7	373	26	10	25	12	12	41	315146	10	246	"Actn3 actinin alpha 3"
"ENSMUSG00000006522"	2021	72	18	17	37562	62	5	76	31	628	51	26	40895	27	9	95	44	549	62	8	30	36782	52	11	55	32	"Itih3 inter-alpha trypsin inhibitor, heavy chain 3"
"ENSMUSG00000006529"	0	0	0	96	34498	27	1	0	0	0	2	154	38908	60	0	0	0	2	0	0	157	35466	43	0	0	0	"Itih1 inter-alpha trypsin inhibitor, heavy chain 1"
"ENSMUSG00000006538"	9	1558	2	358	285	7	8	7	22	9	1310	203	169	6	4	2	12	9	1204	17	324	197	10	11	7	6	"Ihh Indian hedgehog"
"ENSMUSG00000006542"	6	22	51	199	22	164	9852	5	27	2	11	204	9	191	9052	6	24	2	12	51	318	18	265	4430	5	9	"Prkag3 protein kinase, AMP-activated, gamma 3 non-catalytic subunit"
"ENSMUSG00000006574"	16	1	90	1162	24	270	28	9312	67	3	0	1563	16	226	12	11650	80	0	0	183	778	24	159	11	43721	53	"Slc4a1 solute carrier family 4 (anion exchanger), member 1"
"ENSMUSG00000006575"	5081	137	7	317	363	46	23	92	1441	5099	225	238	465	44	30	67	820	5499	186	38	548	402	39	66	69	934	"Rundc3a RUN domain containing 3A"
"ENSMUSG00000006576"	2674	65	4194	227	11	275	381	89	293	3432	99	332	32	239	227	126	638	3863	107	3732	334	38	545	390	80	356	"Slc4a3 solute carrier family 4 (anion exchanger), member 3"
"ENSMUSG00000006649"	21	3	5	732	1	5	0	25	6	34	92	609	1	0	0	9	5	44	48	0	568	0	0	0	42	4	"Nphs1 nephrosis 1, nephrin"
"ENSMUSG00000006651"	19599	249	99	168	31	129	16	36	483	22977	2879	157	35	94	107	41	464	22197	531	98	157	71	204	58	33	416	"Aplp1 amyloid beta (A4) precursor-like protein 1"
"ENSMUSG00000006675"	1134	37	267	38	11	173	153	82	113	1238	35	34	8	169	84	50	76	1375	83	187	58	3	231	146	57	102	"P4htm prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)"
"ENSMUSG00000006711"	874	352	0	100	352	77	2	0	162	1012	247	57	319	30	9	1	158	1188	128	0	79	176	37	0	1	113	"D130043K22Rik RIKEN cDNA D130043K22 gene"
"ENSMUSG00000006720"	88	19	39	25	7	42	9	21	484	84	22	24	8	43	19	20	430	70	23	17	22	0	22	7	20	462	"Zfp184 zinc finger protein 184 (Kruppel-like)"
"ENSMUSG00000006777"	1	82	0	19	21	435	0	0	11	18	154	75	72	451	0	0	19	0	143	0	70	29	297	0	0	21	"Krt23 keratin 23"
"ENSMUSG00000006784"	40	4	12	47	6	297	9	6	7348	78	14	76	18	213	21	8	7365	47	27	0	83	32	206	66	4	8907	"Odad4 outer dynein arm complex subunit 4"
"ENSMUSG00000006958"	505	19	212	190	201	40	189	19	66	1097	39	187	296	11	216	14	62	1928	50	340	350	332	69	186	18	59	"Chrd chordin"
"ENSMUSG00000007030"	64	40	157	18	7	44	1107	46	56	10	35	20	21	49	999	68	76	5	29	81	22	21	96	427	107	44	"Vwa7 von Willebrand factor A domain containing 7"
"ENSMUSG00000007033"	40	15	35	9	15	10	68	12	4179	32	11	11	10	11	236	10	4019	44	19	51	14	15	12	292	19	5903	"Hspa1l heat shock protein 1-like"
"ENSMUSG00000007034"	5	1647	2	2471	12	447	2	0	16	10	1891	2975	6	291	2	2	9	11	1117	0	3479	15	191	0	1	21	"Slc44a4 solute carrier family 44, member 4"
"ENSMUSG00000007038"	776	512	760	10240	1820	638	621	1184	326	939	875	11818	1953	634	638	1013	151	1063	960	743	13771	2994	783	755	980	157	"Neu1 neuraminidase 1"
"ENSMUSG00000007097"	32959	185	8034	99	18	2036	60533	215	1229	20858	455	777	46	2101	61861	231	1894	19656	407	7659	385	35	3676	48204	268	1103	"Atp1a2 ATPase, Na+/K+ transporting, alpha 2 polypeptide"
"ENSMUSG00000007107"	6	3	74	11	0	95	66	8	18864	3	3	1	1	0	40	0	18725	3	4	38	89	3	80	62	11	22510	"Atp1a4 ATPase, Na+/K+ transporting, alpha 4 polypeptide"
"ENSMUSG00000007122"	27	15	792	8	1	57	202578	9	294	34	11	10	5	33	191166	8	332	26	25	900	8	3	86	123948	6	253	"Casq1 calsequestrin 1"
"ENSMUSG00000007207"	2374	75	101	36	17	123	33	161	146	5164	94	46	38	108	77	183	196	4977	136	174	52	26	225	58	128	163	"Stx1a syntaxin 1A (brain)"
"ENSMUSG00000007279"	58	97	150	50	0	830	161	6	562	66	49	24	0	640	203	20	670	29	48	234	10	0	1987	113	19	1055	"Scube2 signal peptide, CUB domain, EGF-like 2"
"ENSMUSG00000007594"	3312	26	0	5	149	0	5	1	36	1549	80	1	369	0	9	1	38	2555	10	0	4	303	3	26	0	23	"Hapln4 hyaluronan and proteoglycan link protein 4"
"ENSMUSG00000007646"	139	76	64	133	44	48	19	229	663	91	97	103	12	34	40	104	783	96	89	51	147	21	42	11	146	1186	"Rad51c RAD51 paralog C"
"ENSMUSG00000007655"	402	817	22891	530	208	27800	9156	481	373	205	703	934	130	22800	5529	432	183	194	958	28705	846	97	24079	10884	506	210	"Cav1 caveolin 1, caveolae protein"
"ENSMUSG00000007682"	1255	14	85	6	0	79	33	8	114	1513	25	100	0	15	102	2	117	1555	8	25	22	0	37	460	11	134	"Dio2 deiodinase, iodothyronine, type II"
"ENSMUSG00000007783"	1661	58	191	51	5	129	73	67	2830	2151	68	66	23	119	111	79	3011	2395	99	238	48	18	185	102	89	2552	"Cpt1c carnitine palmitoyltransferase 1c"
"ENSMUSG00000007877"	16	14	26717	3	0	240	51558	6	3	50	18	4	2	308	64511	5	2	66	29	23135	2	0	587	91522	5	2	"Tcap titin-cap"
"ENSMUSG00000007908"	462	8	5	14	0	279	9	10	32	355	5	29	1	265	7	13	41	355	6	4	38	0	175	7	5	45	"Hmgcll1 3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1"
"ENSMUSG00000007989"	2892	18	88	60	11	289	20	36	317	2713	32	87	10	242	22	29	236	2902	39	64	50	9	165	0	28	365	"Fzd3 frizzled class receptor 3"
"ENSMUSG00000008129"	70	3	32	13	7	33	38	57	1926	83	5	15	3	34	24	40	2759	102	17	47	14	0	45	29	31	2132	"Brme1 break repair meiotic recombinase recruitment factor 1"
"ENSMUSG00000008136"	402	663	43304	357	4	65	22	24	298	660	704	489	12	166	29	39	177	673	688	40546	363	9	53	36	34	187	"Fhl2 four and a half LIM domains 2"
"ENSMUSG00000008153"	9983	18	5	7	220	65	57	34	218	8138	34	82	544	15	91	24	226	9433	43	4	30	129	57	591	106	240	"Clstn3 calsyntenin 3"
"ENSMUSG00000008193"	3	373	12	7	16	189	16	7310	3	2	595	11	16	454	4	7351	5	0	820	4	10	9	187	7	4494	0	"Spib Spi-B transcription factor (Spi-1/PU.1 related)"
"ENSMUSG00000008307"	109	50	55	83	79	52	149	63	2292	124	34	38	44	35	294	106	1647	128	33	68	54	91	29	95	86	1398	"1700109H08Rik RIKEN cDNA 1700109H08 gene"
"ENSMUSG00000008496"	207	224	46	50	45	278	30	5776	609	319	573	57	84	399	22	4486	875	384	1093	110	38	123	464	29	3980	821	"Pou2f2 POU domain, class 2, transcription factor 2"
"ENSMUSG00000008540"	135	7200	1502	417	173030	7603	1834	286	815	97	2834	996	114721	7525	1060	298	532	64	4775	1206	536	94291	3874	2445	345	477	"Mgst1 microsomal glutathione S-transferase 1"
"ENSMUSG00000008601"	1	2296	9	314	16	623	0	11	3	2	2880	353	6	560	0	11	5	0	1888	0	508	6	518	0	7	0	"Rab25 RAB25, member RAS oncogene family"
"ENSMUSG00000008658"	5616	8	624	39	4	13	13001	20	2	4676	11	65	0	9	9496	26	11	5230	17	471	40	3	22	7349	18	4	"Rbfox1 RNA binding protein, fox-1 homolog (C. elegans) 1"
"ENSMUSG00000008822"	124	44	210	131	190	131	494	128	1847	128	83	102	202	132	632	112	1891	154	89	157	141	170	81	398	115	2387	"Acyp1 acylphosphatase 1, erythrocyte (common) type"
"ENSMUSG00000008999"	167	184	30	1242	188	23	35	33	136	154	277	1158	175	24	9	36	82	148	401	21	1636	179	74	26	15	129	"Bmp7 bone morphogenetic protein 7"
"ENSMUSG00000009097"	15	12	37	0	0	246	1024	0	118	12	17	1	0	167	1121	0	193	11	43	34	2	0	225	493	0	136	"Tbx1 T-box 1"
"ENSMUSG00000009145"	11	2418	35	277	201	122	16	176	48	17	2432	354	664	119	31	158	55	28	1844	21	284	482	116	66	140	51	"Dqx1 DEAQ RNA-dependent ATPase"
"ENSMUSG00000009281"	68	392	1859	619	9684	1502	950	439	51	86	589	289	9232	1205	498	435	50	72	855	1902	212	6698	2700	671	477	66	"Rarres2 retinoic acid receptor responder (tazarotene induced) 2"
"ENSMUSG00000009292"	886	214	7	22	72	68	2	880	17	1158	260	37	312	82	9	2722	10	1340	297	17	24	279	101	4	2321	11	"Trpm2 transient receptor potential cation channel, subfamily M, member 2"
"ENSMUSG00000009378"	63	479	152	5118	4241	422	78	20	32	74	63	3533	1617	196	39	13	22	47	209	153	3742	3032	226	44	17	19	"Slc16a12 solute carrier family 16 (monocarboxylic acid transporters), member 12"
"ENSMUSG00000009394"	11160	63	104	125	0	234	65	5	266	10689	112	201	0	161	70	11	222	12366	126	123	127	6	165	102	7	367	"Syn2 synapsin II"
"ENSMUSG00000009585"	37	462	286	133	113	565	179	1080	393	76	1593	442	153	1477	262	10006	163	38	549	382	103	120	609	124	1044	244	"Apobec3 apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3"
"ENSMUSG00000009614"	255	252	332	6623	21305	362	110	190	212	204	589	5481	46607	220	79	168	103	205	432	208	11675	27543	489	179	188	93	"Sardh sarcosine dehydrogenase"
"ENSMUSG00000009628"	36	4	9	7	0	265	2	11	3630	52	5	6	0	209	5	7	1892	18	0	21	6	0	122	0	17	2018	"Tex15 testis expressed gene 15"
"ENSMUSG00000009654"	3	42	2	3	1049	31	1	61	113	3	18	6	985	24	2	100	100	3	8	0	12	981	25	18	88	144	"Oit3 oncoprotein induced transcript 3"
"ENSMUSG00000009876"	18	14	394	11	6	591	45	10	55	16	26	20	4	537	39	15	42	11	23	548	30	0	780	80	9	13	"Cox4i2 cytochrome c oxidase subunit 4I2"
"ENSMUSG00000010021"	64	24	9	5	5	197	19	88	604	86	31	5	18	210	34	86	797	66	56	8	6	6	193	51	115	662	"Kif19a kinesin family member 19A"
"ENSMUSG00000010044"	50	8	2	646	4	277	8	12	9767	74	0	577	9	215	11	14	6841	83	6	8	777	6	218	0	10	8332	"Zmynd10 zinc finger, MYND domain containing 10"
"ENSMUSG00000010064"	1513	25	1053	1781	70917	5	564	0	5	1601	527	1185	122129	0	2815	0	1	1269	494	1325	1909	117627	9	2547	3	2	"Slc38a3 solute carrier family 38, member 3"
"ENSMUSG00000010066"	1724	63	23	232	2	10	12	77	176	959	39	6	1	0	21	29	201	807	33	13	10	0	6	40	22	221	"Cacna2d2 calcium channel, voltage-dependent, alpha 2/delta subunit 2"
"ENSMUSG00000010122"	101	1083	1329	22630	4452	23	993	1	45	78	1416	21205	6293	43	973	0	32	98	917	1274	22970	6190	80	1124	3	32	"Slc47a1 solute carrier family 47, member 1"
"ENSMUSG00000010142"	23	253	28	18	13	165	19	3362	3	19	439	12	9	403	21	2322	6	11	494	115	14	15	193	11	2248	4	"Tnfrsf13b tumor necrosis factor receptor superfamily, member 13b"
"ENSMUSG00000010175"	1362	81	1198	272	2968	84	107	121	497	937	31	215	5066	63	99	201	413	992	97	628	149	7074	59	77	172	454	"Prox1 prospero homeobox 1"
"ENSMUSG00000010461"	84	8	44	11	17	49	1992	6	3034	102	5	17	12	3	2621	4	2214	113	2	21	16	3	15	1040	16	2604	"Eya4 EYA transcriptional coactivator and phosphatase 4"
"ENSMUSG00000010476"	454	21	458	21	0	5	521	10	92	16	15	29	0	4	389	6	88	3	29	658	18	0	3	460	10	110	"Ebf3 early B cell factor 3"
"ENSMUSG00000010492"	51	83	226	100	90	276	4625	150	71	49	11	12	34	141	1441	37	68	57	6	102	16	76	112	2211	36	57	"Uckl1os uridine-cytidine kinase 1-like 1, opposite strand"
"ENSMUSG00000010505"	398	41	0	0	0	8	0	0	233	452	34	0	0	4	6	0	219	367	19	0	0	3	1	0	0	104	"Myt1 myelin transcription factor 1"
"ENSMUSG00000010538"	34	35	184	74	144	39	118	89	5766	31	60	57	69	48	84	54	4414	23	62	136	54	62	32	29	41	4876	"Tsacc TSSK6 activating co-chaperone"
"ENSMUSG00000010609"	343	388	378	461	5257	684	521	1175	184	361	596	481	7967	593	443	1371	226	434	597	471	516	2121	712	507	1053	98	"Psen2 presenilin 2"
"ENSMUSG00000010651"	7	301	44	934	8790	112	16	13	33	9	405	2012	22362	77	7	2	25	14	752	30	2004	10171	80	109	17	32	"Acaa1b acetyl-Coenzyme A acyltransferase 1B"
"ENSMUSG00000011008"	0	536	5	33	12	31	17	478	27	0	652	54	9	60	10	507	19	3	355	85	14	12	20	7	650	15	"Mcoln2 mucolipin 2"
"ENSMUSG00000011034"	2	47705	35	1226	40	132	0	0	6	5	73803	1890	32	89	0	0	4	6	37306	13	2641	59	108	0	0	8	"Slc5a1 solute carrier family 5 (sodium/glucose cotransporter), member 1"
"ENSMUSG00000011148"	575	21	2808	111	713	268	39733	201	70	356	31	124	830	411	41007	291	57	239	31	1966	121	749	315	39706	309	93	"Adssl1 adenylosuccinate synthetase like 1"
"ENSMUSG00000011179"	231	881	203	9583	488	142	3005	780	2198	563	1928	22531	1529	903	4206	1337	6905	115	514	318	7572	300	171	909	1342	2024	"Odc1 ornithine decarboxylase, structural 1"
"ENSMUSG00000011257"	174	482	472	418	422	93	3350	872	62	408	1126	679	836	374	6832	1490	152	135	506	522	205	397	254	1762	1433	59	"Pabpc4 poly(A) binding protein, cytoplasmic 4"
"ENSMUSG00000011305"	16	2	2078	133	939	54	189	4	52	23	3	120	1010	37	246	5	58	20	19	2212	143	1301	40	2339	4	42	"Plin5 perilipin 5"
"ENSMUSG00000011382"	284	82	387	412	6470	368	3068	290	394	267	105	655	7866	309	3181	250	372	263	107	327	469	7500	470	2135	245	329	"Dhdh dihydrodiol dehydrogenase (dimeric)"
"ENSMUSG00000011877"	5207	1902	1020	1803	393	1346	2063	920	26973	5502	2296	1456	626	1173	1774	1233	29441	7479	2487	1427	2194	538	2798	1992	1180	23737	"Git1 GIT ArfGAP 1"
"ENSMUSG00000012017"	56	115	304	287	81	1400	141	293	140	48	125	166	130	590	228	333	130	84	264	272	290	79	2919	325	286	72	"Scarf2 scavenger receptor class F, member 2"
"ENSMUSG00000012123"	20	1693	0	26	9	207	2	408	177	31	2108	55	54	152	0	83	76	58	1879	4	32	167	185	0	264	174	"Crybg2 crystallin beta-gamma domain containing 2"
"ENSMUSG00000012126"	178	49	25	48	2	349	27	561	8473	518	62	53	6	253	60	361	11159	439	124	34	113	3	325	29	395	8404	"Ubxn11 UBX domain protein 11"
"ENSMUSG00000012428"	3	21	2354	55	5152	542	3341	203	81	10	37	149	3710	157	1911	68	63	6	56	2501	77	5823	267	2076	123	98	"Steap4 STEAP family member 4"
"ENSMUSG00000012609"	1138	350	191	330	439	345	299	249	12162	812	205	376	505	248	296	272	11818	745	213	306	357	532	349	274	335	12612	"Ttll5 tubulin tyrosine ligase-like family, member 5"
