"root_total__control"	"root_total__hypoxia"	"root_p35S__control"	"root_p35S__hypoxia"	"root_pSCR__control"	"root_pSCR__hypoxia"	"root_pSHR__control"	"root_pSHR__hypoxia"	"root_pWOL__control"	"root_pWOL__hypoxia"	"root_pGL2__control"	"root_pGL2__hypoxia"	"root_pSUC2__control"	"root_pSUC2__hypoxia"	"root_pSultr2.2__control"	"root_pCO2__control"	"root_pCO2__hypoxia"	"root_pPEP__control"	"root_pPEP__hypoxia"	"root_pRPL11C__control"	"root_pRPL11C__hypoxia"	"shoot_total__control"	"shoot_total__hypoxia"	"shoot_p35S__control"	"shoot_p35S__hypoxia"	"shoot_pGL2__control"	"shoot_pGL2__hypoxia"	"shoot_pRBCS__control"	"shoot_pRBCS__hypoxia"	"shoot_pSUC2__control"	"shoot_pSUC2__hypoxia"	"shoot_pSultr2.2__control"	"shoot_pCER5__control"	"shoot_pCER5__hypoxia"	"shoot_pKAT1__control"	"shoot_pKAT1__hypoxia"	"metadata"
"CEN2.CML19"	7.389738498	7.583716027	7.17775821666667	7.0619750685	7.103363767	8.1205966225	6.1270302275	7.289364874	7.055886245	8.1092173405	7.42056129533333	7.3961483855	7.0376330895	7.559410966	7.057456356	7.8776760305	8.40235054	8.6311625535	9.351283641	6.3677398355	6.8232928455	3.848450188	3.902108058	3.68275179	3.7200282765	3.8856846905	3.833547107	4.052407	3.843851329	3.8003884465	3.863921273	3.832976179	3.880688687	3.917928616	3.7752066525	3.852265989	"caltractin-like protein ;supported by full-length cDNA: Ceres:26540."
"ATCOL1.BBX2.COL1"	5.64381550675	5.783576547	5.90095346266667	6.155348119	5.8206911635	5.7104758645	5.713009481	5.7326524215	5.61325168	5.7875965795	5.72407286366667	5.6753478735	5.749644781	5.6556833205	5.506259206	5.5571556865	5.670767176	6.032951789	6.080997021	5.6282517835	6.024939905	9.539119816	9.689274958	9.505644874	9.7623954315	9.277967913	9.3088104705	10.058675491	10.11703636	8.657602385	9.4246125865	9.531883993	8.418998141	9.2487593875	9.4410665135	9.526503113	"CONSTANS-like 1"
"BETA.CA18.CA2"	5.51015506575	5.383285747	5.95541457433333	5.6713380085	5.748512491	5.227141661	5.192082592	5.2156008745	5.148912415	5.1203833055	5.435145032	5.450653605	5.572124599	5.525028495	5.4750045785	5.2032110765	5.124132876	5.5669617925	5.6819920865	5.3054609715	5.4785462195	13.3488776766667	13.1574517466667	12.830247295	12.987255975	12.194002425	12.513976465	12.925464345	12.98332868	12.21164156	11.665097705	12.429364265	10.52376988	11.743185645	13.00527613	13.30885109	"CARBONIC ANHYDRASE 2  ; supported by cDNA: gi_13265565_gb_AF324712.2_AF324712"
"EXT13"	9.3021537365	7.60711387133333	7.45579002833333	6.594124959	9.1028640865	8.193160934	8.4185585595	7.3701160215	8.315008278	7.484517771	8.892344315	7.125280608	9.183468221	8.260509602	8.009205463	8.829893103	7.7632189735	6.817195791	6.49945966	6.7532832135	5.91080169	3.99339997766667	3.97664783533333	3.7884718935	3.699288211	3.7483333665	3.91405672	3.8138081655	4.0329603735	4.2479589885	3.884773472	3.906935981	3.821735803	3.8649123755	4.1485232205	3.9583593335	"extensin -like protein extensin, soybean, PIR:T06782"
"ATRD22.RD22"	7.11172863775	7.355363751	6.71180716133333	6.589133451	7.4119231015	7.8437114115	6.867100721	7.5956829585	6.8466208055	7.8962987225	7.88904111633333	8.2672152825	6.8140220985	7.728243959	7.2662840135	8.147711515	8.279122118	6.1665317105	6.7467585345	6.0612203895	6.7013140425	12.6860068166667	12.6842888366667	12.66820527	12.67017667	13.41810686	13.568515875	11.857635635	11.65058156	12.340414715	12.775705105	13.80044071	14.41315684	14.209024845	12.204229395	12.47772955	"dehydration-induced protein RD22  ; supported by cDNA: gi_16974545_gb_AY060560.1_"
"ZFP3"	7.343806701	6.392318391	8.80847084	7.687123785	8.333883593	8.295240916	7.8616671725	6.6410232105	8.3619083925	7.2908715435	7.56266063633333	6.4011251155	7.036186154	5.9614388025	7.5040053675	7.898262185	6.020902944	6.1237508705	5.523267725	8.594554085	7.5136837055	4.54530058933333	4.52452681166667	4.6734848585	4.6584010625	4.606027447	4.527005986	4.5070521415	4.558615202	4.5611344315	4.3538371185	4.6564987985	4.2730598895	4.270326705	4.6170110215	4.385609603	"ZFP3 zinc finger protein  ; supported by cDNA: gi_790676_gb_L39646.1_ATHZFPC"
"RHS19"	11.389488985	10.0229495183333	9.50008951933333	8.140007438	10.45602069	8.6583086295	10.64288285	8.940558276	10.650281395	9.013471281	9.61081517833333	8.6213380415	10.67834901	8.671291255	10.374826945	11.097342885	8.974280432	8.784752531	7.6796852055	8.852581104	7.9615400585	5.98959256166667	5.74925234833333	5.7592090155	5.7519347945	5.507900104	5.622006624	5.742500381	5.951926938	5.89568054	5.6061065905	5.305825611	5.4679715415	5.41847774	5.732970709	5.5526640045	"peroxidase (emb|CAA66967.1)"
"CEP5"	7.660651475	8.58711129533333	7.29915297966667	8.7640622835	6.012007694	7.2428830155	7.2127683855	8.9737584	7.1942316935	8.457622229	6.45867017533333	7.6057512385	6.5508363475	8.5715958675	5.799682868	6.7223569675	7.121750343	5.055528812	6.3661052845	6.6425965205	8.2333462605	4.37741712966667	4.413968374	4.636601166	4.626371536	4.337880676	4.4478162255	4.1354838425	4.6304551575	5.040859252	6.1027514185	4.200344512	4.329071091	4.2183482735	4.024215013	4.231983022	"Expressed protein ; supported by full-length cDNA: Ceres: 14679."
"MSP.1.OE33.OEE1.OEE33.PSBO.1.PSBO1"	6.27675606125	6.43195522033333	7.233378053	6.861335609	5.9339724715	5.9417893055	6.6702763225	6.7644340695	6.6368264765	6.8409360655	7.49245521066667	7.3334746865	5.9827741085	5.774331866	7.0305863405	6.536056875	6.346888692	8.097704054	7.490191507	6.5720153525	6.5002635285	12.7638724333333	12.31359986	12.4915366	12.379103065	11.90156912	12.024767145	12.635838825	12.50984054	11.8684242	11.55016553	12.279753675	10.59744163	11.236901905	12.6076244	12.789046045	"33 kDa polypeptide of oxygen-evolving complex (OEC) in photosystem II (emb|CAA75629.1)  ;supported by full-length cDNA: Ceres:37218."
"PRX72"	10.06517681925	10.45874837	9.29103767533333	9.624106336	12.303603865	12.851554555	9.0848973135	9.9074948765	9.530603836	10.69843717	8.555136159	8.243158722	9.2317695395	9.633440096	8.919775081	8.965719544	10.0334130755	7.1563605595	8.7457533255	9.1177800445	10.126823733	5.775780589	5.409577515	5.9394754875	5.823786052	5.3175087025	5.33439078	4.704566686	4.928382564	4.065838527	3.951990993	5.387809922	4.0967409315	4.1128169555	4.309677834	4.560622778	"peroxidase (emb CAA66964.1)"
"ATDI8.RAB18"	5.02215435775	4.840484442	5.618892616	5.589663164	5.1679512315	5.012778557	4.794074928	4.9044406105	4.7722629105	5.0248130705	4.66628600066667	4.799592629	4.762779343	4.848162769	4.7486182625	4.865919172	4.674196286	4.790831085	4.864440802	4.9785697665	5.382040779	8.396378736	7.952500534	8.440989236	8.609218663	5.424639239	5.79343931	5.1505506415	5.687128694	5.9158093195	6.3130709995	5.7450187385	6.733363041	7.432827465	9.3414505955	10.73428579	"dehydrin RAB18-like protein (sp P30185) ; supported by cDNA: gi_16226664_gb_AF428458.1_AF428458"
"ATLFNR1.FNR1.LFNR1"	6.619515785	6.20690123133333	7.435957383	6.503924846	6.7516989295	6.345167112	7.051016445	6.6778489325	6.982443221	6.957526671	7.87406894266667	7.160612377	7.11321569	6.688015089	7.8376379785	7.019112439	6.8239894945	8.619984772	7.3430263015	7.1983062865	6.139212542	11.9506116566667	12.0094685666667	11.889764385	12.00986033	11.980474715	11.844374315	12.29337498	11.994979	11.515168895	11.36843255	12.256826425	10.42821882	10.436473155	12.698701795	12.633037985	"ferredoxin-NADP+ reductase"
"XTH6"	4.7350612745	4.66241847266667	4.74986880466667	4.8045567455	4.697240704	4.661949143	4.9024429395	4.656201598	4.5928816785	4.653124677	4.72616603533333	4.847716316	4.635176996	4.816282632	4.781223789	4.609639597	4.621585311	4.961079824	4.685238853	4.5632381835	4.8356566615	9.685170979	9.43352475366667	9.974689135	10.14025363	10.97883661	11.4423933	9.634557555	9.5144131795	10.32044548	9.9460097285	11.944305195	12.236509535	11.512607105	12.285268855	11.90167716	"xyloglucan endo-transglycosylase-like protein  ;supported by full-length cDNA: Ceres:12301."
"CLEL.GLV2.RGF9"	3.80977240975	3.87570055166667	3.97677779366667	3.978102974	3.8104763465	3.806001508	3.816168855	3.7327095995	3.870961917	3.708863548	3.85292833866667	3.913432577	3.8217605065	3.9370514905	3.9748974805	3.7298793155	3.794200723	3.84573835	3.908639933	3.90530628	4.028261129	6.61456195233333	5.806539285	8.2599886915	8.286939617	8.7289519455	8.6019859855	7.7114159295	7.6642254245	5.5988852715	5.477555492	9.820899132	10.39641525	10.37966529	8.07628331	7.9402303475	"unknown protein"
"PSAN"	6.3657146005	6.40299925766667	7.81670653933333	7.1872062785	6.206716089	5.8164173395	6.8248987385	6.9631254895	6.4053101545	6.7661852815	7.21021583	7.2045093905	6.3421934045	5.885117257	7.118335285	6.425153839	6.466238418	8.536090256	8.897035514	6.7017557005	7.0906902755	13.14726338	13.11276893	13.278386225	13.56857058	12.911532435	13.16792472	13.279684485	13.14509243	13.048432985	12.98819947	13.30259193	12.02761709	11.908213385	13.105976085	13.104985535	"photosystem I reaction centre subunit psaN precursor (PSI-N) (sp P49107) ; supported by cDNA: gi_1237123_gb_U32176.1_ATU32176"
"ATFLS5.FLS5"	12.421897385	12.18863628	11.58626493	11.35015926	11.651048305	11.948618945	11.27234517	11.76850628	12.370732285	12.267607045	12.6618565166667	12.375460695	11.790589845	12.23159527	12.52506144	12.31638181	12.72721229	13.668900605	12.837704045	11.99156793	11.25744886	7.94372400166667	7.87988137666667	7.1723721075	7.135456207	6.3943918545	6.597031025	6.145732361	6.362008122	6.327332605	6.715888779	6.830486572	6.553438947	6.8172828525	7.79051185	7.747225999	"1-aminocyclopropane-1-carboxylic acid oxidase-like protein"
"LCR74.PDF2.5"	8.69430018525	7.59990847933333	5.614487701	5.2668117675	10.058152034	9.2621773125	7.209407391	6.875786471	8.186837388	7.5097669135	6.78826185033333	5.8488554335	5.8973696195	5.8233452405	6.2461498465	8.1420253245	6.9930272405	5.76275544	6.060503502	5.5862515735	5.4092336935	4.62692373633333	4.70610183033333	4.7709308235	4.873555999	4.6186277735	4.5874138525	4.820446098	4.5344166835	4.682579486	4.722609959	4.615210507	4.383356905	4.4935615255	4.5281572045	4.371901285	"putative protein similar to unknown protein (pir||S51637)"
"ATFLS3.FLS3"	10.09130226875	10.21150158	9.94046153766667	9.9763106155	11.69001162	11.84645498	9.9546486145	10.0960723725	10.375259355	10.471834975	9.58050404533333	9.5788909025	9.2075661705	9.155040105	9.363602188	9.6232814365	9.6554633085	9.6125092255	9.820322381	10.0853372785	10.0064019985	6.42482077533333	5.85469896933333	6.222485202	6.0159920715	6.058712746	6.0736706515	5.6511958395	5.5852599085	5.3576814705	5.3648087335	6.1853727345	5.8928476295	5.9194906325	6.1477432415	6.030026826	"flavonol synthase  ;supported by full-length cDNA: Ceres:21505."
"SRO5"	5.36302695575	10.147266172	5.120690824	9.2071145115	5.252932875	10.68051371	5.0750813125	9.918414995	5.012682601	10.158568333	5.04029917	9.985069948	5.307043171	9.3554641255	5.0962080565	5.0730381355	9.638466823	4.9776952335	10.102369323	5.025311104	10.560956925	5.139350147	9.478390128	5.084113227	9.291204021	4.926760071	9.085520885	5.1506978905	9.420397759	5.060913818	7.346576585	4.9684458555	4.9947353175	9.1930163115	5.042279244	9.730060255	"putative protein similar to unknown protein (pir||T07711);supported by full-length cDNA: Ceres:23920."
"ATSBT4.12.SBT4.12"	11.7521106625	11.57694209	12.3149403766667	12.17354732	11.1540846	10.947547285	11.87244749	11.84329881	12.59153791	12.237848965	12.25922278	11.934254015	13.494107225	12.907175915	12.98083829	11.640121325	11.44410977	10.52477362	10.426851165	12.99670539	12.57801788	6.61105631066667	6.27035956466667	6.6699538145	6.4232495535	7.4527924175	7.3240988835	5.651158999	5.46103549	9.5074826695	9.765817212	7.0595458915	4.798926165	4.8046834555	6.2803027095	6.2987695125	"subtilisin-like serine protease contains similarity to prepro-cucumisin GI:807698 from [Cucumis melo]"
"CYP86.CYP86A1.HORST"	10.8508330925	10.5309356266667	10.113222715	10.069952818	12.9696335	11.91825729	10.623348045	9.5036407405	10.97036465	10.05110402	10.6069803433333	9.62289951	10.970775015	9.2148338115	11.28597308	11.3138824	9.7863665115	8.727853951	8.3546235195	10.38676176	9.612028417	5.833120454	5.58919048833333	5.164282123	4.931409131	4.753521505	4.896473103	4.8873813335	4.981446036	4.9812283715	5.5108933425	5.0697727145	4.971436101	4.8594359195	5.582017975	5.410893864	"cytochrome P450 CYP86A1"
"NdhN"	5.25650115175	5.30845284566667	5.67785476966667	5.6298608335	5.282039474	5.1770600735	5.114439814	5.186173824	5.193158416	4.9703725835	5.287066434	5.224819241	5.4547234025	5.051286405	5.1221938265	5.012357559	4.8184390575	5.3445980815	5.4600461555	5.199801654	5.5154534245	9.46786063333333	9.49041846766667	9.8477896145	10.215324875	9.199620665	9.4012314095	10.4023345	10.747411365	7.57398472	7.8073324235	9.579237918	7.4049703605	7.894605432	9.875990034	10.19313307	"similar to unknown protein (pir||S75584) ;supported by full-length cDNA: Ceres:3488."
"AGP14.ATAGP14"	11.6649544575	11.6604843733333	11.5777889733333	11.314143055	12.07349661	10.901290835	11.68980345	10.99011349	11.691067305	10.86968215	10.7431124366667	10.190720045	10.64805622	10.55239488	10.75828681	11.522262355	10.94745539	12.081082675	10.775913285	11.072363265	9.7407234535	6.47758908166667	6.23258656033333	6.8165427405	6.4037802305	6.5741603195	5.9917390415	5.675719971	5.820702774	6.508080099	6.3112385705	6.4574995705	6.3113044575	6.029494917	6.5405259495	6.1847166085	"putative protein similar to unknown protein (pir||T06016); supported by cDNA: gi_10880504_gb_AF195895.1_AF195895"
"GATA21.GNC"	4.683229356	4.74395192166667	4.69052587166667	4.9532137465	4.650865271	4.94565171	4.716834218	4.761108636	4.8545114255	4.871877428	4.80027440766667	4.9090337895	4.6494122735	4.8108446515	4.579953248	4.662015102	4.7454778835	4.9220826605	5.6642818615	4.775166974	5.0542906125	7.617184841	8.72857395633333	7.229871455	8.8016705935	6.60681393	7.800949962	8.336530935	9.110228038	5.4828237505	6.1811711885	7.2188575565	5.09819708	5.8012155205	7.2088920255	8.793247701	"putative protein similar to unknown protein (pir |T04270);supported by full-length cDNA: Ceres:110454."
"LHCB3.LHCB3.1"	5.93531549375	5.971943991	5.88624103633333	5.778854819	5.6073842725	5.4818827195	5.865311422	5.9107191445	5.4962559495	5.4546295535	5.77050821166667	5.883540988	5.4945211665	5.647119479	5.5329770805	5.3623626205	5.4254312085	6.485623777	5.8780355515	5.3634143995	5.7377254675	12.59717155	12.2236252466667	11.9224319	11.610589225	11.28861063	11.239851895	12.10418448	11.629873835	12.64326088	12.247970435	11.11389166	10.434916635	10.68226946	11.69896812	11.38931364	"Lhcb3 chlorophyll a/b binding protein (gb|AAD28773.1)  ; supported by cDNA: gi_13926338_gb_AF372917.1_AF372917"
"ATCNGC4.CNGC4.DND2.HLM1"	4.4559845105	4.26238516033333	4.35930274233333	4.313359332	4.32343086	4.33953619	4.290978197	4.605211668	4.322251396	4.1988512195	4.35774596166667	4.262292803	4.255507836	4.1940159485	4.365237475	4.2944900995	4.2255391535	4.7088694825	4.452572662	4.1780007165	4.4645896775	8.96938032533333	8.97855686166667	8.0007456255	8.221478937	7.66202223	7.597840457	8.6667232625	8.40309532	5.2705816915	5.6241338495	7.528141255	5.598632302	6.194736945	8.2713839595	8.3021651885	"cyclic nucleotide and calmodulin-regulated ion channel supported by cDNA: gi_15027930_gb_AY045822.1_; supported by cDNA: gi_16323173_gb_AY057691.1_"
"TL17"	4.58023437925	4.57155474566667	5.12772974866667	5.3740804045	4.726820391	4.707299272	4.806398929	5.149475464	4.7103790175	4.890536524	4.87784505833333	5.1017917105	4.701764022	4.709960855	4.7985307895	4.636170392	4.7935533535	4.819478392	5.0268418495	4.981858488	4.9974402495	8.77383211833333	8.95030768533333	9.360526439	9.9376425965	9.2009308325	9.704805629	9.717852885	9.84516929	8.5038908965	8.152195062	9.5473952115	8.085717117	9.208093347	9.453919108	9.711214628	"thylakoid lumenal 17.4 kD protein, chloroplast precursor (P17.4) (sp|P81760)  ; supported by cDNA: gi_13899114_gb_AF370552.1_AF370552"
"AGP22.ATAGP22"	10.9340128725	10.383433129	10.319730351	9.7285841665	10.3349391115	9.0486098915	10.18634854	9.381477743	10.103873505	9.2610191895	9.74842499533333	9.112188799	10.0656200095	9.149802657	9.8386522495	11.12641087	9.4870291655	10.803506105	9.4166055465	9.540852553	8.2394465685	5.484845887	5.469402548	5.459141266	5.234684638	5.401677532	5.819173791	4.9579089685	5.101830787	6.232021411	5.8422656785	5.4068806585	5.4218609135	5.5795495045	5.6392193725	5.3464299775	"putative protein similar to unknown protein (emb|CAB71094.1)"
"At.NEET.NEET"	5.1566607825	5.22044967666667	5.36976219466667	5.3710237985	5.2146124655	5.218577679	5.2041642425	5.413452915	4.857647678	5.0684571195	5.05536542766667	5.300922126	4.9869915515	5.4144486945	4.9832931835	5.168260942	5.100807725	5.2194683765	5.335295595	5.109077701	5.3408509045	10.0457779796667	10.0560543056667	10.451937115	10.6432995	9.978210675	10.477254545	10.511620325	10.809092845	9.0889710615	10.43687627	10.281404094	7.356840915	7.701906578	9.5800701995	9.677137259	"unknown protein  ; supported by full-length cDNA: Ceres: 266744."
"DIR1.like"	4.96531983025	4.79200635233333	4.933962627	5.0100584955	4.7902280405	4.755988062	4.5586180765	4.731210523	4.8157996205	4.7270518085	4.82638344733333	4.6894896455	4.8212911775	4.7643021125	4.8161170315	4.7824515625	4.54664919	4.8544903205	4.942182384	4.6944473635	4.932022223	11.4503059166667	10.33003657	11.75681152	11.00583749	10.098749014	9.7637361985	11.81741848	11.349388065	8.1859597315	7.070194238	10.10072913	7.1926764135	7.943642618	10.66387116	9.741690374	"putative protein similar to unknown protein (pir||S72530);supported by full-length cDNA: Ceres:32925."
"DIR1"	4.86708782375	4.728150803	5.77261606933333	5.649701922	4.608830351	4.472341706	4.8048148055	4.796133125	5.03605863	4.9947555635	6.09813224466667	5.32659129	8.1294082985	7.222576441	6.0973414325	4.7822207875	4.590726341	4.8425802975	4.794642764	5.235888554	5.2722352155	9.952994855	10.0204117723333	10.27885821	10.3805002	9.78035288	9.850960654	10.12449066	10.284025215	8.3262766725	7.172489674	8.5643162435	8.843984532	9.6538067685	11.568052425	11.81369122	"Expressed protein ; supported by full-length cDNA: Ceres: 13962."
"CYP705A5.THAD.THAD1"	12.658877385	12.2662045133333	11.42216211	11.149513265	12.205155045	11.88853922	11.77955222	11.39732817	12.237779845	12.165570185	12.0748594433333	11.888034345	11.926998635	11.065881055	12.235298945	12.584989515	11.98660308	13.00888503	12.89950942	11.313492555	11.05443407	6.53597427866667	5.63980975466667	5.5391403415	5.201508868	4.9188205045	4.8127185855	5.172573533	4.8510960315	5.1203581175	4.7778363405	4.991783804	5.4550354405	5.394226492	6.4097917805	5.697112482	"cytochrome P450"
"CYP708.CYP708A2.THAH.THAH1"	12.682693465	12.2250028233333	11.35110333	11.127449345	12.62112178	12.08383924	11.8969424	11.576621305	12.38927896	11.83735901	12.4940431	11.93675726	12.012309745	11.310082565	12.268112215	12.7560679	12.13900526	13.204903895	12.59307526	11.98075005	11.023699855	7.68995916166667	7.02924197333333	6.751905454	6.5744077985	6.7432181475	6.3769371585	5.502678428	5.1969417015	5.9473642235	6.0159994535	6.4867787685	7.599430837	7.5350680175	8.1106717325	7.093268751	"cytochrome P450-like protein"
"AtTHAS1.THAS.THAS1"	12.2819968875	12.28003785	10.7794039733333	10.747048635	12.36606807	12.05741209	11.81327307	11.48375539	12.475103365	12.079871745	12.1148533166667	11.640755185	11.77092227	11.497838265	12.06353926	12.316142605	11.954108725	13.13158104	12.926935885	11.43047116	11.07992716	6.55356859666667	6.000626333	5.8858800905	5.6290411125	5.4660107685	5.322444633	5.300868002	5.1947296365	5.3672220365	5.287701355	5.371073458	6.394851525	6.0959656045	6.996708674	5.950331658	"cycloartenol synthase"
"ATXTH20.XTH20"	7.167117396	7.448017831	9.38728010133333	9.3893950885	6.104964851	6.727215021	9.258968378	10.1314305835	8.790232846	9.2767035625	8.64404795333333	8.355489246	6.0706135655	6.823346522	9.114887047	6.8245369165	7.612803447	6.872175483	7.5005846025	9.465354803	9.811072961	5.12506467533333	5.06970340666667	5.1205133145	5.3792568145	4.9840674125	5.2793030645	4.585890581	4.8300096055	4.796263657	4.882162626	5.4265970645	4.5268281795	4.7159408635	4.7783270795	4.818063977	"xyloglucan endo-1,4-beta-D-glucanase"
"TPS20"	9.027215527	9.66397828733333	8.646079508	8.928178239	9.5411593355	11.181078695	9.467905451	10.89718224	9.566376708	10.656520565	10.15617671	10.814856305	10.078493355	11.482582675	9.6669094915	10.4928706	11.73453538	8.5001994025	10.204063274	8.062567994	9.102929909	5.32342400766667	5.69700505633333	5.409443404	5.3724039115	5.570005049	5.4867160235	5.1554632455	5.226058475	5.775401239	5.400013523	5.45894961	5.1314963605	5.132871546	5.7633699175	6.319295095	"terpene synthase"
